year,retro_id,lahman_id,bbr_id,city,team,name
2001,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2001,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2001,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2002,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
2002,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2002,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2002,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2002,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2002,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2002,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2002,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2002,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2002,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2002,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2002,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2002,HOU,HOU,HOU,Houston,Astros,Houston Astros
2002,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2002,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2002,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2002,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2002,MON,MON,MON,Montreal,Expos,Montreal Expos
2002,NYA,NYA,NYY,New York,Yankees,New York Yankees
2002,NYN,NYN,NYM,New York,Mets,New York Mets
2002,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2002,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2002,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2002,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2002,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2002,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2002,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2002,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2002,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2002,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2003,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
2003,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2003,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2003,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2003,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2003,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2003,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2003,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2003,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2003,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2003,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2003,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2003,HOU,HOU,HOU,Houston,Astros,Houston Astros
2003,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2003,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2003,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2003,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2003,MON,MON,MON,Montreal,Expos,Montreal Expos
2003,NYA,NYA,NYY,New York,Yankees,New York Yankees
2003,NYN,NYN,NYM,New York,Mets,New York Mets
2003,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2003,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2003,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2003,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2003,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2003,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2003,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2003,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2003,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2003,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2004,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
2004,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2004,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2004,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2004,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2004,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2004,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2004,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2004,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2004,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2004,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2004,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2004,HOU,HOU,HOU,Houston,Astros,Houston Astros
2004,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2004,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2004,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2004,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2004,MON,MON,MON,Montreal,Expos,Montreal Expos
2004,NYA,NYA,NYY,New York,Yankees,New York Yankees
2004,NYN,NYN,NYM,New York,Mets,New York Mets
2004,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2004,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2004,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2004,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2004,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2004,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2004,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2004,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2004,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2004,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2005,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2005,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2005,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2005,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2005,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2005,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2005,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2005,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2005,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2005,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2005,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2005,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2005,HOU,HOU,HOU,Houston,Astros,Houston Astros
2005,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2005,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2005,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2005,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2005,NYA,NYA,NYY,New York,Yankees,New York Yankees
2005,NYN,NYN,NYM,New York,Mets,New York Mets
2005,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2005,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2005,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2005,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2005,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2005,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2005,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2005,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2005,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2005,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2005,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2006,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2006,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2006,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2006,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2006,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2006,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2006,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2006,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2006,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2006,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2006,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2006,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2006,HOU,HOU,HOU,Houston,Astros,Houston Astros
2006,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2006,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2006,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2006,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2006,NYA,NYA,NYY,New York,Yankees,New York Yankees
2006,NYN,NYN,NYM,New York,Mets,New York Mets
2006,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2006,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2006,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2006,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2006,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2006,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2006,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2006,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2006,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2006,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2006,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2007,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2007,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2007,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2007,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2007,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2007,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2007,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2007,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2007,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2007,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2007,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2007,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2007,HOU,HOU,HOU,Houston,Astros,Houston Astros
2007,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2007,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2007,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2007,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2007,NYA,NYA,NYY,New York,Yankees,New York Yankees
2007,NYN,NYN,NYM,New York,Mets,New York Mets
2007,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2007,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2007,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2007,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2007,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2007,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2007,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2007,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2007,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2007,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2007,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2008,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2008,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2008,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2008,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2008,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2008,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2008,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2008,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2008,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2008,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2008,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2008,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2008,HOU,HOU,HOU,Houston,Astros,Houston Astros
2008,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2008,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2008,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2008,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2008,NYA,NYA,NYY,New York,Yankees,New York Yankees
2008,NYN,NYN,NYM,New York,Mets,New York Mets
2008,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2008,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2008,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2008,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2008,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2008,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2008,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2008,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2008,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2008,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2008,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2009,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2009,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2009,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2009,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2009,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2009,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2009,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2009,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2009,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2009,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2009,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2009,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2009,HOU,HOU,HOU,Houston,Astros,Houston Astros
2009,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2009,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2009,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2009,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2009,NYA,NYA,NYY,New York,Yankees,New York Yankees
2009,NYN,NYN,NYM,New York,Mets,New York Mets
2009,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2009,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2009,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2009,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2009,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2009,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2009,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2009,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2009,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2009,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2009,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2010,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2010,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2010,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2010,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2010,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2010,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2010,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2010,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2010,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2010,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2010,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2010,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2010,HOU,HOU,HOU,Houston,Astros,Houston Astros
2010,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2010,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2010,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2010,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2010,NYA,NYA,NYY,New York,Yankees,New York Yankees
2010,NYN,NYN,NYM,New York,Mets,New York Mets
2010,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2010,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2010,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2010,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2010,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2010,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2010,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2010,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2010,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2010,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2010,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2011,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2011,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2011,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2011,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2011,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2011,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2011,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2011,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2011,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2011,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2011,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2011,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2011,HOU,HOU,HOU,Houston,Astros,Houston Astros
2011,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2011,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2011,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2011,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2011,NYA,NYA,NYY,New York,Yankees,New York Yankees
2011,NYN,NYN,NYM,New York,Mets,New York Mets
2011,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2011,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2011,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2011,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2011,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2011,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2011,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2011,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2011,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2011,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2011,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2012,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2012,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2012,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2012,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2012,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2012,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2012,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2012,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2012,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2012,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2012,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2012,HOU,HOU,HOU,Houston,Astros,Houston Astros
2012,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2012,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2012,MIA,MIA,MIA,Miami,Marlins,Miami Marlins
2012,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2012,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2012,NYA,NYA,NYY,New York,Yankees,New York Yankees
2012,NYN,NYN,NYM,New York,Mets,New York Mets
2012,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2012,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2012,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2012,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2012,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2012,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2012,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2012,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2012,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2012,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2012,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2013,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2013,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2013,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2013,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2013,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2013,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2013,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2013,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2013,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2013,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2013,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2013,HOU,HOU,HOU,Houston,Astros,Houston Astros
2013,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2013,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2013,MIA,MIA,MIA,Miami,Marlins,Miami Marlins
2013,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2013,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2013,NYA,NYA,NYY,New York,Yankees,New York Yankees
2013,NYN,NYN,NYM,New York,Mets,New York Mets
2013,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2013,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2013,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2013,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2013,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2013,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2013,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2013,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2013,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2013,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2013,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2014,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2014,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2014,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2014,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2014,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2014,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2014,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2014,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2014,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2014,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2014,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2014,HOU,HOU,HOU,Houston,Astros,Houston Astros
2014,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2014,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2014,MIA,MIA,MIA,Miami,Marlins,Miami Marlins
2014,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2014,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2014,NYA,NYA,NYY,New York,Yankees,New York Yankees
2014,NYN,NYN,NYM,New York,Mets,New York Mets
2014,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2014,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2014,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2014,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2014,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2014,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2014,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2014,TBA,TBA,TBR,Tampa Bay,Devil Rays,Tampa Bay Rays
2014,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2014,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2014,WAS,WAS,WSN,Washington,Nationals,Washington Nationals
2015,ANA,LAA,LAA,Los Angeles,Angels,Los Angeles Angels of Anaheim
2015,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2015,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2015,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2015,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2015,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2015,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2015,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
