year,team,player
1978,HOU,ANDUJ001
1978,HOU,BALDR102
1978,HOU,BANNF001
1978,HOU,BERGD001
1978,HOU,BOCHB002
1978,HOU,CABEE001
1978,HOU,CANNJ101
1978,HOU,CEDEC001
1978,HOU,CRUZJ001
1978,HOU,DIXOT101
1978,HOU,DRUMK101
1978,HOU,FERGJ101
1978,HOU,FISCM001
1978,HOU,FORSK001
1978,HOU,GONZJ101
1978,HOU,HERRE102
1978,HOU,HOWAW101
1978,HOU,HOWEA001
1978,HOU,LANDR001
1978,HOU,LEMOM101
1978,HOU,LEONJ001
1978,HOU,MCLAB101
1978,HOU,METZR101
1978,HOU,NIEKJ001
1978,HOU,OBRAJ101
1978,HOU,PENTG101
1978,HOU,PUHLT001
1978,HOU,PUJOL001
1978,HOU,RICCF101
1978,HOU,RICHJ101
1978,HOU,RUHLV001
1978,HOU,SAMBJ001
1978,HOU,SEXTJ101
1978,HOU,WALLD001
1978,HOU,WARTD101
1978,HOU,WATSB001
1978,HOU,WILLR101
1978,HOU,ZAMOO101
1978,KCA,BASSR101
1978,KCA,BIRDD101
1978,KCA,BRAUS001
1978,KCA,BRETG001
1978,KCA,BUSBS101
1978,KCA,COLBJ101
1978,KCA,COWEA001
1978,KCA,CRIPD101
1978,KCA,FOUCS101
1978,KCA,GALER001
1978,KCA,GAUDJ101
1978,KCA,GURAL001
1978,KCA,HASSA001
1978,KCA,HRABA101
1978,KCA,HURDC001
1978,KCA,KUSNA101
1978,KCA,LACOP101
1978,KCA,LAHOJ101
1978,KCA,LEOND001
1978,KCA,MCGIR101
1978,KCA,MCRAH001
1978,KCA,MINGS101
1978,KCA,OTISA001
1978,KCA,PASCB101
1978,KCA,PATEF101
1978,KCA,PATTM101
1978,KCA,POQUT101
1978,KCA,PORTD001
1978,KCA,QUIRJ001
1978,KCA,SILVL101
1978,KCA,SPLIP001
1978,KCA,TERRJ101
1978,KCA,THROG101
1978,KCA,WASHU001
1978,KCA,WATHJ001
1978,KCA,WHITF001
1978,KCA,WILSW001
1978,KCA,ZDEBJ101
1978,LAN,BAKED002
1978,LAN,BURKG101
1978,LAN,CASTR001
1978,LAN,CEY-R001
1978,LAN,DAVAV101
1978,LAN,FERGJ101
1978,LAN,FORST001
1978,LAN,GARMM101
1978,LAN,GARVS001
1978,LAN,GROTJ101
1978,LAN,GUERP001
1978,LAN,GULDB001
1978,LAN,HANNG101
1978,LAN,HERNE102
1978,LAN,HOOTB001
1978,LAN,HOUGC001
1978,LAN,JOHNT001
1978,LAN,LACYL001
1978,LAN,LAW-R001
1978,LAN,LEWAD101
1978,LAN,LOPED001
1978,LAN,MARTT102
1978,LAN,MONDR001
1978,LAN,MOTAM101
1978,LAN,NORTB101
1978,LAN,OATEJ101
1978,LAN,RAU-D101
1978,LAN,RAUTL101
1978,LAN,RHODR001
1978,LAN,RUSSB001
1978,LAN,SIMPJ101
1978,LAN,SMITR101
1978,LAN,STEWD001
1978,LAN,SUTCR001
1978,LAN,SUTTD001
1978,LAN,WELCB001
1978,LAN,WHITM101
1978,LAN,YEAGS001
1978,MIL,AUGUJ001
1978,MIL,BANDS101
1978,MIL,BOMBM101
1978,MIL,CALDM001
1978,MIL,CASTB101
1978,MIL,COOPC001
1978,MIL,DAVID101
1978,MIL,ETCHA101
1978,MIL,FARME101
1978,MIL,GANTJ001
1978,MIL,HAASM001
1978,MIL,HANEL101
1978,MIL,HISLL101
1978,MIL,JOHNT102
1978,MIL,LEZCS001
1978,MIL,MARTB001
1978,MIL,MAY-D101
1978,MIL,MCCLB001
1978,MIL,MOLIP001
1978,MIL,MONED101
1978,MIL,MOORC001
1978,MIL,MUELW101
1978,MIL,MUSET101
1978,MIL,NORDT101
1978,MIL,OGLIB001
1978,MIL,REPLA101
1978,MIL,RODRE102
1978,MIL,SAKAL001
1978,MIL,SOREL001
1978,MIL,STEIR101
1978,MIL,THOMG001
1978,MIL,TRAVB101
1978,MIL,WOHLJ001
1978,MIL,YOUNR001
1978,MIL,YURAJ101
1978,MIN,ADAMG101
1978,MIN,BORGG101
1978,MIN,CARER001
1978,MIN,CHILR101
1978,MIN,CUBBM101
1978,MIN,EDWAD101
1978,MIN,ERICR101
1978,MIN,FORDD001
1978,MIN,GOLTD101
1978,MIN,HARRR102
1978,MIN,HOLLJ102
1978,MIN,JACKD101
1978,MIN,JOHND104
1978,MIN,JOHNT103
1978,MIN,KUSIC101
1978,MIN,MARSM101
1978,MIN,MORAJ001
1978,MIN,NORWW101
1978,MIN,PERZS101
1978,MIN,POWEH101
1978,MIN,RANDB101
1978,MIN,REDFP101
1978,MIN,RIVEB101
1978,MIN,SCARM101
1978,MIN,SERUG101
1978,MIN,SMALR001
1978,MIN,SUTTJ101
1978,MIN,THAYG101
1978,MIN,THORP101
1978,MIN,WILFR001
1978,MIN,WOLFL101
1978,MIN,WYNEB001
1978,MIN,ZAHNG001
1978,MON,ATKIB101
1978,MON,BAHNS101
1978,MON,CARTG001
1978,MON,CASHD101
1978,MON,CROMW101
1978,MON,DAWSA001
1978,MON,DUESH101
1978,MON,FRIAP101
1978,MON,FRY-J102
1978,MON,FRYMW101
1978,MON,GARMM101
1978,MON,GARRW101
1978,MON,GRIMR101
1978,MON,HERRE102
1978,MON,HOLDF101
1978,MON,HUTTT101
1978,MON,JAMEB001
1978,MON,KNOWD101
1978,MON,MAY-R101
1978,MON,MEJIS101
1978,MON,MILLR109
1978,MON,PALMD001
1978,MON,PAPIS101
1978,MON,PARRL002
1978,MON,PERET001
1978,MON,PIRTG101
1978,MON,RAMOR001
1978,MON,REECB101
1978,MON,ROGES001
1978,MON,SANDS001
1978,MON,SCHAD001
1978,MON,SPEIC001
1978,MON,TWITW101
1978,MON,UNSED101
1978,MON,VALEE001
1978,MON,WHITJ001
1978,NYA,ALSTD101
1978,NYA,BEATJ001
1978,NYA,BLAIP101
1978,NYA,CHAMC001
1978,NYA,CLAYK101
1978,NYA,DAVIR001
1978,NYA,DENTB001
1978,NYA,DOYLB101
1978,NYA,EASTR101
1978,NYA,FIGUE101
1978,NYA,GARCD001
1978,NYA,GOSSR001
1978,NYA,GUIDR001
1978,NYA,GULLD101
1978,NYA,HEALF102
1978,NYA,HEATM001
1978,NYA,HOLTK101
1978,NYA,HUNTJ101
1978,NYA,JACKR001
1978,NYA,JOHNC001
1978,NYA,JOHNJ002
1978,NYA,KAMMB101
1978,NYA,KLUTM101
1978,NYA,LINDP101
1978,NYA,LYLES101
1978,NYA,MCCAL101
1978,NYA,MESSA101
1978,NYA,MUNST101
1978,NYA,NETTG001
1978,NYA,PINIL001
1978,NYA,RAJSD101
1978,NYA,RAMOD001
1978,NYA,RANDW001
1978,NYA,RIVEM001
1978,NYA,SHERD101
1978,NYA,SPENJ101
1978,NYA,STANF101
1978,NYA,THOMG101
1978,NYA,TIDRD001
1978,NYA,WHITR101
1978,NYA,ZEBEG101
1978,NYN,BENTB001
1978,NYN,BEREJ001
1978,NYN,BERND101
1978,NYN,BOISB101
1978,NYN,BRUHM101
1978,NYN,CORNM101
1978,NYN,ESPIN101
1978,NYN,FERRS101
1978,NYN,FLORG101
1978,NYN,FLYND001
1978,NYN,FOLIT001
1978,NYN,GRIET101
1978,NYN,HAUST101
1978,NYN,HENDK101
1978,NYN,HENDS001
1978,NYN,HODGR001
1978,NYN,JACKR003
1978,NYN,KOBEK101
1978,NYN,KOOSJ001
1978,NYN,KRANE101
1978,NYN,LOCKS101
1978,NYN,MADDE101
1978,NYN,MAZZL001
1978,NYN,METZB101
1978,NYN,MONTW101
1978,NYN,MURRD001
1978,NYN,MYRIB101
1978,NYN,NORMD101
1978,NYN,RANDL101
1978,NYN,SIEBP101
1978,NYN,STEAJ001
1978,NYN,SWANC001
1978,NYN,TREVA001
1978,NYN,VALEB102
1978,NYN,YOUNJ001
1978,NYN,ZACHP001
1978,OAK,ADAMM102
1978,OAK,ALEXG101
1978,OAK,ALSTD101
1978,OAK,ARMAT001
1978,OAK,BROBP101
1978,OAK,BUDAM101
1978,OAK,BURKG101
1978,OAK,CARTR101
1978,OAK,COLEJ102
1978,OAK,CONRT001
1978,OAK,DILOM001
1978,OAK,DUNCT101
1978,OAK,EDWAM101
1978,OAK,ESSIJ001
1978,OAK,FUENT101
1978,OAK,GROSW001
1978,OAK,GUERM101
1978,OAK,HEAVD101
1978,OAK,HORTW101
1978,OAK,HOSLT101
1978,OAK,JOHNJ001
1978,OAK,KEOUM001
1978,OAK,LACEB001
1978,OAK,LANGR001
1978,OAK,MCCAS001
1978,OAK,MEYES101
1978,OAK,MINEC101
1978,OAK,MORGM001
1978,OAK,MURPD002
1978,OAK,MURRL101
1978,OAK,NEWMJ001
1978,OAK,NORRM101
1978,OAK,NORTB101
1978,OAK,PAGEM001
1978,OAK,PEREM101
1978,OAK,PICCR001
1978,OAK,RENKS101
1978,OAK,REVED101
1978,OAK,ROBIB102
1978,OAK,SOSAE101
1978,OAK,STAGS101
1978,OAK,TABBJ101
1978,OAK,THOMG101
1978,OAK,WALLJ101
1978,OAK,WIRTA101
1978,OAK,WOODD103
1978,PHI,BOITD101
1978,PHI,BOONB001
1978,PHI,BOWAL001
1978,PHI,BRUSW001
1978,PHI,CARDJ101
1978,PHI,CARLS001
1978,PHI,CHRIL101
1978,PHI,CRUZT001
1978,PHI,DINEK101
1978,PHI,EASTR101
1978,PHI,FOOTB101
1978,PHI,GARBG001
1978,PHI,GONZO101
1978,PHI,HARRB101
1978,PHI,HEBNR001
1978,PHI,JOHND105
1978,PHI,JOHNJ002
1978,PHI,KAATJ101
1978,PHI,LARSD101
1978,PHI,LERCR001
1978,PHI,LONBJ101
1978,PHI,LUZIG001
1978,PHI,MACKP101
1978,PHI,MADDG001
1978,PHI,MARTJ001
1978,PHI,MCBRB101
1978,PHI,MCCAT101
1978,PHI,MCGRT001
1978,PHI,MOREK001
1978,PHI,MORRJ002
1978,PHI,PINAH101
1978,PHI,REEDR001
1978,PHI,RUTHD001
1978,PHI,SAUCK101
1978,PHI,SCHMM001
1978,PHI,SIZET101
1978,PHI,SMITL002
1978,PIT,ALEXM101
1978,PIT,BERRD001
1978,PIT,BIBBJ001
1978,PIT,BLYLB001
1978,PIT,BOYLD101
1978,PIT,BRYES101
1978,PIT,CANDJ001
1978,PIT,CARRC103
1978,PIT,DYERD101
1978,PIT,FREGJ101
1978,PIT,GARNP001
1978,PIT,GASTC101
1978,PIT,GONZF101
1978,PIT,HAMID101
1978,PIT,JACKG101
1978,PIT,JONEO001
1978,PIT,KISOB001
1978,PIT,LOISA101
1978,PIT,MACHK101
1978,PIT,MAY-D101
1978,PIT,MCENW101
1978,PIT,MENDM101
1978,PIT,MILNJ101
1978,PIT,MOREO001
1978,PIT,NICOS001
1978,PIT,OTT-E101
1978,PIT,PARKD001
1978,PIT,REUSJ001
1978,PIT,ROBIB101
1978,PIT,ROBID001
1978,PIT,ROOKJ101
1978,PIT,SANGM101
1978,PIT,STARW101
1978,PIT,STENR101
1978,PIT,TAVEF101
1978,PIT,TEKUK001
1978,PIT,WHITE001
1978,SDN,ALMOB001
1978,SDN,ASHFT001
1978,SDN,BAKEC101
1978,SDN,BESWJ101
1978,SDN,CASTT101
1978,SDN,CHAMM101
1978,SDN,DACQJ101
1978,SDN,DAVIB101
1978,SDN,EICHJ001
1978,SDN,EVANB101
1978,SDN,FINGR001
1978,SDN,FREID101
1978,SDN,GAMBO001
1978,SDN,GONZF101
1978,SDN,HENDG001
1978,SDN,JONER101
1978,SDN,KINND101
1978,SDN,LEE-M101
1978,SDN,LOLIM101
1978,SDN,MURAS001
1978,SDN,OWCHB001
1978,SDN,PERKB001
1978,SDN,PERRG101
1978,SDN,RASME101
1978,SDN,REYND101
1978,SDN,RICHG001
1978,SDN,ROBED102
1978,SDN,SHIRB001
1978,SDN,SMITO001
1978,SDN,SPILD001
1978,SDN,SWEER101
1978,SDN,TENAG101
1978,SDN,THOMD001
1978,SDN,TURNJ101
1978,SDN,WEHRD001
1978,SDN,WILEM101
1978,SDN,WILHJ102
1978,SDN,WINFD001
1978,SEA,ABBOG001
1978,SEA,BAEZJ101
1978,SEA,BEAMC101
1978,SEA,BERNJ101
1978,SEA,BOCHB001
1978,SEA,BRAUS001
1978,SEA,BROWT104
1978,SEA,BURKS102
1978,SEA,COLBJ101
1978,SEA,CRUZJ002
1978,SEA,HALEJ101
1978,SEA,HONER001
1978,SEA,HOUST101
1978,SEA,JONER002
1978,SEA,JONER102
1978,SEA,MCLAB102
1978,SEA,MEYED001
1978,SEA,MILBL001
1978,SEA,MITCP101
1978,SEA,MONTJ101
1978,SEA,PACIT001
1978,SEA,PARRM101
1978,SEA,PASLK101
1978,SEA,PLUMB101
1978,SEA,POLED101
1978,SEA,RAWLS001
1978,SEA,REYNC001
1978,SEA,ROBEB101
1978,SEA,ROBEL001
1978,SEA,ROMOE101
1978,SEA,STANL102
1978,SEA,STEIB001
1978,SEA,STINB101
1978,SEA,TODDJ102
1978,SFN,ANDRR101
1978,SFN,BARRJ101
1978,SFN,BLUEV001
1978,SFN,CLARJ001
1978,SFN,CORNT101
1978,SFN,CRUZH101
1978,SFN,CURTJ001
1978,SFN,DWYEJ001
1978,SFN,EVAND001
1978,SFN,GARDA101
1978,SFN,HALIE101
1978,SFN,HARRV101
1978,SFN,HEINT101
1978,SFN,HERNL001
1978,SFN,HILLM001
1978,SFN,IVIEM101
1978,SFN,JAMES101
1978,SFN,KNEPB001
1978,SFN,LAVEG001
1978,SFN,LEMAJ001
1978,SFN,LITTD101
1978,SFN,MADLB001
1978,SFN,MCCOW101
1978,SFN,MCGLL101
1978,SFN,METZR101
1978,SFN,MINTG001
1978,SFN,MOFFR101
1978,SFN,MONTJ001
1978,SFN,NASTP101
1978,SFN,PLANE103
1978,SFN,SADEM101
1978,SFN,TAMAJ101
1978,SFN,WHITT001
1978,SFN,WILLC101
1978,SLN,BROCL102
1978,SLN,BRUNT101
1978,SLN,COLUB101
1978,SLN,DENNJ001
1978,SLN,DRESR101
1978,SLN,DWYEJ001
1978,SLN,FALCP001
1978,SLN,FORSB001
1978,SLN,FRAZG001
1978,SLN,FREER101
1978,SLN,GARRW101
1978,SLN,HAMID101
1978,SLN,HENDG001
1978,SLN,HERNK001
1978,SLN,IORGD001
1978,SLN,KENNT001
1978,SLN,LENTJ101
1978,SLN,LITTM101
1978,SLN,LOPEA001
1978,SLN,MARTS101
1978,SLN,MORAJ101
1978,SLN,MUMPJ001
1978,SLN,OBERK001
1978,SLN,OBRID102
1978,SLN,PHILM101
1978,SLN,RAMSM001
1978,SLN,RASME101
1978,SLN,REITK101
1978,SLN,SCHUB104
1978,SLN,SCOTT001
1978,SLN,SIMMT001
1978,SLN,SUTHG101
1978,SLN,SWISS101
1978,SLN,TAMAJ101
1978,SLN,TEMPG001
1978,SLN,THOMR001
1978,SLN,TYSOM101
1978,SLN,URREJ101
1978,SLN,VUCKP001
1978,TEX,ALEXD001
1978,TEX,ALOMS101
1978,TEX,BARKL001
1978,TEX,BENIJ001
1978,TEX,BEVAK001
1978,TEX,BONDB101
1978,TEX,CAMPB101
1978,TEX,CLEVR101
1978,TEX,COMES001
1978,TEX,DARWD001
1978,TEX,ELLID101
1978,TEX,ELLIJ101
1978,TEX,GRAYG101
1978,TEX,GRUBJ001
1978,TEX,HARGM001
1978,TEX,HARRT001
1978,TEX,JENKF101
1978,TEX,JORGM001
1978,TEX,LINDP101
1978,TEX,LOWEJ001
1978,TEX,MAHLG101
1978,TEX,MASOJ101
1978,TEX,MATLJ101
1978,TEX,MEDID101
1978,TEX,MIRAP001
1978,TEX,MORER101
1978,TEX,NORMN001
1978,TEX,OLIVA001
1978,TEX,PUTNP001
1978,TEX,SAMPB001
1978,TEX,SUNDJ001
1978,TEX,THOMB106
1978,TEX,UMBAJ101
1978,TEX,WASHC001
1978,TEX,WASHL101
1978,TEX,WILLB101
1978,TEX,ZISKR101
1978,TOR,ALBEB101
1978,TOR,ASHBA001
1978,TOR,AULTD101
1978,TOR,BAILB001
1978,TOR,BOSER101
1978,TOR,BUSKT101
1978,TOR,CARTR101
1978,TOR,CEROR001
1978,TOR,CLANJ001
1978,TOR,COLEJ102
1978,TOR,CRUZV101
1978,TOR,EWINS101
1978,TOR,GARVJ101
1978,TOR,GOMEL101
1978,TOR,HORTW101
1978,TOR,HOWER001
1978,TOR,HUTTT101
1978,TOR,IORGG001
1978,TOR,JEFFJ101
1978,TOR,JOHNT102
1978,TOR,KIRKD101
1978,TOR,LEMAD101
1978,TOR,MAYBJ101
1978,TOR,MCKAD101
1978,TOR,MILNB101
1978,TOR,MOORB101
1978,TOR,MURPT101
1978,TOR,NORDT101
1978,TOR,UNDET001
1978,TOR,UPSHW001
1978,TOR,VELEO101
1978,TOR,WALLD103
1978,TOR,WHITE002
1978,TOR,WILEM101
1978,TOR,WILLM101
1978,TOR,WOODA001
1978,TOR,WOODG001
1979,ATL,ASSEB101
1979,ATL,BEALB101
1979,ATL,BENEB001
1979,ATL,BOGGT001
1979,ATL,BONNB001
1979,ATL,BRADL101
1979,ATL,BRIZT001
1979,ATL,BURRJ001
1979,ATL,CHAND101
1979,ATL,DEVIA101
1979,ATL,EASTJ001
1979,ATL,FRIAP101
1979,ATL,GARBG001
1979,ATL,HANNP101
1979,ATL,HORNB001
1979,ATL,HUBBG001
1979,ATL,LACOF001
1979,ATL,LUM-M101
1979,ATL,MACHM101
1979,ATL,MAHLM001
1979,ATL,MAHLR001
1979,ATL,MATTG001
1979,ATL,MATUR101
1979,ATL,MCLAB101
1979,ATL,MCLAJ001
1979,ATL,MCWIL001
1979,ATL,MILLE001
1979,ATL,MURPD001
1979,ATL,NIEKP001
1979,ATL,NOLAJ001
1979,ATL,OFFIR101
1979,ATL,POCOB001
1979,ATL,ROYSJ001
1979,ATL,SKOKC101
1979,ATL,SOLOE101
1979,ATL,SPIKC101
1979,ATL,WESSJ101
1979,ATL,WHISL101
1979,BAL,AYALB001
1979,BAL,BELAM101
1979,BAL,BUMBA001
1979,BAL,CHIST101
1979,BAL,COREM101
1979,BAL,CROWT101
1979,BAL,DAUER001
1979,BAL,DECID001
1979,BAL,DEMPR001
1979,BAL,FLANM001
1979,BAL,FLINJ101
1979,BAL,FORDD101
1979,BAL,GARCK001
1979,BAL,HARLL101
1979,BAL,HENDE103
1979,BAL,KELLP101
1979,BAL,KRENW001
1979,BAL,LOWEJ001
1979,BAL,MARTD001
1979,BAL,MARTT001
1979,BAL,MAY-L101
1979,BAL,MCGRS001
1979,BAL,MOLIB101
1979,BAL,MURRE001
1979,BAL,PALMJ001
1979,BAL,RINEJ101
1979,BAL,ROENG001
1979,BAL,SINGK001
1979,BAL,SKAGD101
1979,BAL,SMITB101
1979,BAL,STAND101
1979,BAL,STEWS001
1979,BAL,STODT001
1979,BAL,STONS101
1979,BOS,ALLEG001
1979,BOS,BROHJ101
1979,BOS,BURGT001
1979,BOS,BURLR001
1979,BOS,CAMPB001
1979,BOS,DRAGD101
1979,BOS,DUFFF101
1979,BOS,DWYEJ001
1979,BOS,ECKED001
1979,BOS,EVAND002
1979,BOS,FINCJ101
1979,BOS,FISKC001
1979,BOS,HASSA001
1979,BOS,HOBSB101
1979,BOS,LYNNF001
1979,BOS,MONTB101
1979,BOS,OBERM001
1979,BOS,PAPIS101
1979,BOS,POQUT101
1979,BOS,RAINC001
1979,BOS,REMMW101
1979,BOS,REMYJ001
1979,BOS,RENKS101
1979,BOS,RICEJ001
1979,BOS,RIPLA101
1979,BOS,SCOTG102
1979,BOS,SIZET101
1979,BOS,STANB001
1979,BOS,TORRM001
1979,BOS,TUDOJ001
1979,BOS,WATSB001
1979,BOS,WOLFL101
1979,BOS,WRIGJ103
1979,BOS,YASTC101
1979,CAL,AASED001
1979,CAL,AIKEW001
1979,CAL,ANDEJ001
1979,CAL,BARLM101
1979,CAL,BARRJ101
1979,CAL,BAYLD001
1979,CAL,BOTTR101
1979,CAL,CAMPB101
1979,CAL,CARER001
1979,CAL,CLARB002
1979,CAL,CLEAM001
1979,CAL,DAVIW102
1979,CAL,DONOT101
1979,CAL,DOWNB001
1979,CAL,EDDYS101
1979,CAL,FERRB101
1979,CAL,FORDD001
1979,CAL,FROSD101
1979,CAL,GARRR101
1979,CAL,GRICB001
1979,CAL,HAMPI101
1979,CAL,HARLL101
1979,CAL,HARPB001
1979,CAL,HARRJ101
1979,CAL,HUMPT101
1979,CAL,KNAPC101
1979,CAL,LANSC001
1979,CAL,LAROD101
1979,CAL,MILLD101
1979,CAL,MILLR001
1979,CAL,MONTJ101
1979,CAL,MULLR001
1979,CAL,RAMIO101
1979,CAL,RETTM101
1979,CAL,RUDIJ101
1979,CAL,RYANN001
1979,CAL,SCHUD002
1979,CAL,TANAF001
1979,CAL,THOND001
1979,CHA,BANNA001
1979,CHA,BARRF101
1979,CHA,BAUMR101
1979,CHA,BELLK101
1979,CHA,BOSLT001
1979,CHA,BURNB001
1979,CHA,CHAPH101
1979,CHA,COLBM101
1979,CHA,DOTSR001
1979,CHA,ESSEM101
1979,CHA,FARME101
1979,CHA,FOLEM001
1979,CHA,GARRR101
1979,CHA,GATEJ101
1979,CHA,HINTR101
1979,CHA,HOFFG002
1979,CHA,HOWAF101
1979,CHA,HOYTL001
1979,CHA,JOHNL101
1979,CHA,KESSD101
1979,CHA,KRAVK101
1979,CHA,KUCEJ101
1979,CHA,KUNTR001
1979,CHA,LAGRL101
1979,CHA,LEMOC001
1979,CHA,MAY-M001
1979,CHA,MOORJ101
1979,CHA,MORRJ002
1979,CHA,NAHOB001
1979,CHA,NORDW101
1979,CHA,ORTAJ001
1979,CHA,PROLM101
1979,CHA,PRYOG001
1979,CHA,ROBID101
1979,CHA,RONDG101
1979,CHA,SCARR101
1979,CHA,SCHUR101
1979,CHA,SODEE101
1979,CHA,SQUIM001
1979,CHA,TORRP101
1979,CHA,TORRR101
1979,CHA,TROUS001
1979,CHA,WASHC001
1979,CHA,WORTR101
1979,CHN,BIITL101
1979,CHN,BLACT101
1979,CHN,BUCKB001
1979,CHN,BURRR001
1979,CHN,CAPID101
1979,CHN,CAUDB001
1979,CHN,CLING101
1979,CHN,DAVIS102
1979,CHN,DEJEI001
1979,CHN,DILLS101
1979,CHN,DILOM001
1979,CHN,FOOTB101
1979,CHN,GEISD001
1979,CHN,HENDK101
1979,CHN,HERNW001
1979,CHN,HOLTK101
1979,CHN,KELLM101
1979,CHN,KIMMB101
1979,CHN,KINGD001
1979,CHN,KRUKM001
1979,CHN,LAMPD001
1979,CHN,MACKS101
1979,CHN,MARTJ001
1979,CHN,MCGLL101
1979,CHN,MEJIS101
1979,CHN,MOORD001
1979,CHN,MURCB101
1979,CHN,ONTIS101
1979,CHN,PAGEK101
1979,CHN,REUSR001
1979,CHN,RILEG001
1979,CHN,SEIBK101
1979,CHN,SIZET101
1979,CHN,SUTTB001
1979,CHN,THOMS001
1979,CHN,TIDRD001
1979,CHN,VAILM001
1979,CIN,AUERR101
1979,CIN,BAIRD001
1979,CIN,BENCJ101
1979,CIN,BLAIP101
1979,CIN,BONHB101
1979,CIN,BORBP101
1979,CIN,CAPID101
1979,CIN,COLLD001
1979,CIN,CONCD001
1979,CIN,CORRV101
1979,CIN,CRUZH101
1979,CIN,DEFRA101
1979,CIN,DRIED001
1979,CIN,FOSTG001
1979,CIN,GEROC101
1979,CIN,GRIFK001
1979,CIN,HENDK101
1979,CIN,HUMET001
1979,CIN,KENNJ101
1979,CIN,KNIGR001
1979,CIN,LACOM001
1979,CIN,LEIBC001
1979,CIN,MEJIS101
1979,CIN,MORGJ001
1979,CIN,MOSKP101
1979,CIN,NORMF101
1979,CIN,OESTR001
1979,CIN,PASTF001
1979,CIN,SANTR101
1979,CIN,SARMM101
1979,CIN,SEAVT001
1979,CIN,SOTOM001
1979,CIN,SPILH001
1979,CIN,SUMMC001
1979,CIN,TOMLD001
1979,CLE,ALEXG101
1979,CLE,ALSTD101
1979,CLE,ANDEL001
1979,CLE,BARKL001
1979,CLE,BONDB101
1979,CLE,CAGEW101
1979,CLE,CLYDD101
1979,CLE,COX-T101
1979,CLE,CRUZV101
1979,CLE,DADEP101
1979,CLE,DIAZB001
1979,CLE,GARLW101
1979,CLE,HARGM001
1979,CLE,HARRT001
1979,CLE,HASSR001
1979,CLE,HOODD101
1979,CLE,JOHNC001
1979,CLE,KUIPD001
1979,CLE,MANNR001
1979,CLE,MONGS001
1979,CLE,NORRJ101
1979,CLE,PAXTM101
1979,CLE,PRUIR101
1979,CLE,REUSP101
1979,CLE,ROSED101
1979,CLE,SPEEH101
1979,CLE,SPILD001
1979,CLE,THORA001
1979,CLE,VERYT001
1979,CLE,WAITR001
1979,CLE,WIHTS101
1979,CLE,WILKE102
1979,CLE,WISER101
1979,DET,ARROF001
1979,DET,BAKES101
1979,DET,BILLJ101
1979,DET,BROOT001
1979,DET,BURNS101
1979,DET,CHRIM101
1979,DET,CORCT001
1979,DET,FIDRM101
1979,DET,GIBSK001
1979,DET,GONZD101
1979,DET,GREEA101
1979,DET,HILLJ101
1979,DET,JONEL001
1979,DET,KEMPS001
1979,DET,LEFLR101
1979,DET,LOPEA001
1979,DET,MACHD101
1979,DET,MANKP101
1979,DET,MAY-M001
1979,DET,MORAJ101
1979,DET,MORRJ001
1979,DET,PARRL001
1979,DET,PETER001
1979,DET,PETRD001
1979,DET,PUTME101
1979,DET,ROBBB101
1979,DET,RODRA101
1979,DET,ROZED001
1979,DET,STAUR001
1979,DET,STEGD001
1979,DET,SUMMC001
1979,DET,TAYLB101
1979,DET,THOMJ001
1979,DET,TOBID001
1979,DET,TRAMA001
1979,DET,UNDEP101
1979,DET,WAGNM001
1979,DET,WHITL001
1979,DET,WILCM001
1979,DET,WOCKJ001
1979,DET,YOUNK101
1979,HOU,ALOUJ101
1979,HOU,ANDUJ001
1979,HOU,ASHBA001
1979,HOU,BALDR102
1979,HOU,BERGD001
1979,HOU,BOCHB002
1979,HOU,CABEE001
1979,HOU,CEDEC001
1979,HOU,CRUZJ001
1979,HOU,DIXOT101
1979,HOU,FORSK001
1979,HOU,GONZJ101
1979,HOU,HEEPD001
1979,HOU,HOWEA001
1979,HOU,KNICA001
1979,HOU,LACOF001
1979,HOU,LADDP001
1979,HOU,LANDR001
1979,HOU,LEONJ001
1979,HOU,MCLAB101
1979,HOU,MENDM102
1979,HOU,NIEKJ001
1979,HOU,NIEMR001
1979,HOU,PLADG101
1979,HOU,PUHLT001
1979,HOU,PUJOL001
1979,HOU,REYNC001
1979,HOU,RICCF101
1979,HOU,RICHJ101
1979,HOU,ROBEB001
1979,HOU,RUHLV001
1979,HOU,SAMBJ001
1979,HOU,SEXTJ101
1979,HOU,SPROB101
1979,HOU,THROG101
1979,HOU,WALLD001
1979,HOU,WATSB001
1979,HOU,WIEDT101
1979,HOU,WILLR101
1979,HOU,WILSG104
1979,KCA,BARRG101
1979,KCA,BRAUS001
1979,KCA,BRETG001
1979,KCA,BUSBS101
1979,KCA,CHAMC101
1979,KCA,CHRIG101
1979,KCA,COWEA001
1979,KCA,CRUZT001
1979,KCA,EATOC101
1979,KCA,GALER001
1979,KCA,GAUDJ101
1979,KCA,GURAL001
1979,KCA,HRABA101
1979,KCA,HURDC001
1979,KCA,LACOP101
1979,KCA,LEOND001
1979,KCA,MARTR001
1979,KCA,MCRAH001
1979,KCA,MINGS101
1979,KCA,NETTJ101
1979,KCA,OTISA001
1979,KCA,PASCB101
1979,KCA,PATEF101
1979,KCA,PATTM101
1979,KCA,POQUT101
1979,KCA,PORTD001
1979,KCA,QUIRJ001
1979,KCA,QUISD001
1979,KCA,RODRE102
1979,KCA,SCOTG102
1979,KCA,SPLIP001
1979,KCA,TERRJ101
1979,KCA,THROG101
1979,KCA,WASHU001
