player,fullname,firstname,lastname,suffix,givenname,nickname,matrilineal
BAEZS001,Sandy Baez,Sandy,Baez,,Sandy,,
BAGWJ001,Jeff Bagwell,Jeff,Bagwell,,Jeffrey Robert,,
BAHNS101,Stan Bahnsen,Stan,Bahnsen,,Stanley Raymond,,
BAILA001,Andrew Bailey,Andrew,Bailey,,Andrew Scott,,
BAILB001,Bob Bailor,Bob,Bailor,,Robert Michael,,
BAILB103,Bob Bailey,Bob,Bailey,,Robert Sherwood,,
BAILC001,Cory Bailey,Cory,Bailey,,Philip Cory,,
BAILE101,Ed Bailey,Ed,Bailey,,Lonas Edgar,,
BAILH001,Homer Bailey,Homer,Bailey,,David Dewitt,,
BAILH101,Howard Bailey,Howard,Bailey,,Howard Lee,,
BAILJ001,Jeff Bailey,Jeff,Bailey,,Jeffrey Todd,,
BAILM001,Mark Bailey,Mark,Bailey,,John Mark,,
BAILR001,Roger Bailey,Roger,Bailey,,Charles Roger,,
BAILS001,Scott Bailes,Scott,Bailes,,Scott Alan,,
BAILS102,Steve Bailey,Steve,Bailey,,Steven John,,
BAINH001,Harold Baines,Harold,Baines,,Harold Douglas,,
BAIRD001,Doug Bair,Doug,Bair,,Charles Douglas,,
BAISJ001,Jeff Baisley,Jeff,Baisley,,Jeffrey Scot,,
BAJEJ001,Jeff Bajenaru,Jeff,Bajenaru,,Jeffrey Michael,,
BAKEC101,Chuck Baker,Chuck,Baker,,Charles Joseph,,
BAKED001,Doug Baker,Doug,Baker,,Douglas Lee,,
BAKED002,Dusty Baker,Dusty,Baker,,Johnnie B.,,
BAKED101,Dave Baker,Dave,Baker,,David Glenn,,
BAKED103,Dave Bakenhaster,Dave,Bakenhaster,,David Lee,,
BAKEF101,Frank Baker,Frank,Baker,,Frank Watts,,
BAKEF104,Frank Baker Jr.,Frank,Baker,Jr.,Frank,,
BAKEJ001,Jeff Baker,Jeff,Baker,,Jeffrey Glen,,
BAKEJ002,John Baker,John,Baker,,John David,,
BAKEJ103,Jack Baker,Jack,Baker,,Jack Edward,,
BAKES001,Scott Baker,Scott,Baker,,Scott,,
BAKES002,Scott Baker,Scott,Baker,,Timothy Scott,,
BAKES101,Steve Baker,Steve,Baker,,Steven Byrne,,
BAKOP001,Paul Bako,Paul,Bako,,Gabor Paul,,
BALAJ101,John Balaz,John,Balaz,,John Lawrence,,
BALBS001,Steve Balboni,Steve,Balboni,,Stephen Charles,,
BALDB101,Billy Baldwin,Billy,Baldwin,,Robert Harvey,,
BALDD101,Dave Baldwin,Dave,Baldwin,,David George,,
BALDJ001,Jeff Baldwin,Jeff,Baldwin,,Jeffrey Allen,,
BALDJ002,James Baldwin,James,Baldwin,,James,,
BALDJ101,Jack Baldschun,Jack,Baldschun,,Jack Edward,,
BALDR001,Rocco Baldelli,Rocco,Baldelli,,Rocco Dan,,
BALDR101,Rick Baldwin,Rick,Baldwin,,Rickey Alan,,
BALDR102,Reggie Baldwin,Reggie,Baldwin,,Reginald Conrad,,
BALEC001,Collin Balester,Collin,Balester,,Collin Thomas,,
BALEJ001,John Bale,John,Bale,,John Robert,,
BALEL101,Lee Bales,Lee,Bales,,Wesley Owen,,
BALEW001,Wladimir Balentien,Wladimir,Balentien,,Wladimir Ramon,,
BALFG001,Grant Balfour,Grant,Balfour,,Grant Robert,,
BALLJ001,Jay Baller,Jay,Baller,,Jay Scott,,
BALLJ002,Jeff Ballard,Jeff,Ballard,,Jeffrey Scott,,
BALLJ003,Jeff Ball,Jeff,Ball,,Jeffery D.,,
BALLM101,Mark Ballinger,Mark,Ballinger,,Mark Alan,,
BANDA001,Anthony Banda,Anthony,Banda,,Frank Anthony,,
BANDC001,Chris Bando,Chris,Bando,,Christopher Michael,,
BANDJ001,Jett Bandy,Jett,Bandy,,Jett Adam,,
BANDS101,Sal Bando,Sal,Bando,,Salvatore Leonard,,
BANED101,Dick Baney,Dick,Baney,,Richard Lee,,
BANEE101,Eddie Bane,Eddie,Bane,,Edward Norman,,
BANIJ001,Jeff Banister,Jeff,Banister,,Jeffery Todd,,
BANKB001,Brian Banks,Brian,Banks,,Brian Glen,,
BANKE101,Ernie Banks,Ernie,Banks,,Ernest,Mr. Cub,
BANKG101,George Banks,George,Banks,,George Edward,,
BANKJ001,Josh Banks,Josh,Banks,,Joshua Charles,,
BANKS001,Scott Bankhead,Scott,Bankhead,,Michael Scott,,
BANKW001,Willie Banks,Willie,Banks,,Willie Anthony,,
BANKW002,Wes Bankston,Wes,Bankston,,Wesley Wade,,
BANNA001,Alan Bannister,Alan,Bannister,,Alan,,
BANNB001,Brian Bannister,Brian,Bannister,,Brian Patrick,,
BANNF001,Floyd Bannister,Floyd,Bannister,,Floyd Franklin,,
BANTB001,Brandon Bantz,Brandon,Bantz,,Brandon,,
BANUM001,Manny Banuelos,Manny,Banuelos,,Manuel,,
BAPTT001,Travis Baptist,Travis,Baptist,,Travis Steven,,
BARAR001,Rod Barajas,Rod,Barajas,,Rodrigo Richard,,
BARBB001,Bret Barberie,Bret,Barberie,,Bret Edward,,
BARBB002,Brian Barber,Brian,Barber,,Brian Scott,,
BARBJ001,Johnny Barbato,Johnny,Barbato,,John Edward,,
BARBJ102,Jim Barbieri,Jim,Barbieri,,James Patrick,,
BARBS101,Steve Barber,Steve,Barber,,Steven Lee,,
BARBS102,Steve Barber,Steve,Barber,,Stephen David,,
BARCL001,Lorenzo Barcelo,Lorenzo,Barcelo,,Lorenzo Antonio,,
BARDB001,Brian Barden,Brian,Barden,,Brian David,,
BARDD001,Daniel Bard,Daniel,Bard,,Daniel Paul,,
BARDJ001,Josh Bard,Josh,Bard,,Joshua David,,
BARDL001,Luke Bard,Luke,Bard,,Luke Francis,,
BARER101,Ray Bare,Ray,Bare,,Raymond Douglas,,
BARFJ001,Jesse Barfield,Jesse,Barfield,,Jesse Lee,,
BARFJ002,John Barfield,John,Barfield,,John David,,
BARFJ003,Josh Barfield,Josh,Barfield,,Joshua LaRoy,,
BARGG001,Greg Bargar,Greg,Bargar,,Greg Robert,,
BARKA001,Andy Barkett,Andy,Barkett,,Andrew Jon,,
BARKB001,Brian Bark,Brian,Bark,,Brian Stuart,,
BARKB002,Brian Barkley,Brian,Barkley,,Brian Edward,,
BARKG001,Glen Barker,Glen,Barker,,Glen F.,,
BARKJ001,Jeff Barkley,Jeff,Barkley,,Jeffrey Carver,,
BARKK001,Kevin Barker,Kevin,Barker,,Kevin Stewart,,
BARKL001,Len Barker,Len,Barker,,Leonard Harold,,
BARKR001,Richie Barker,Richie,Barker,,Richard Frank,,
BARKR102,Ray Barker,Ray,Barker,,Raymond Herrell,Buddy,
BARKS001,Sean Barker,Sean,Barker,,Sean Reed,,
BARLM101,Mike Barlow,Mike,Barlow,,Michael Roswell,,
BARLS001,Scott Barlow,Scott,Barlow,,Scott A.,,
BARMC001,Clint Barmes,Clint,Barmes,,Clint Harold,,
BARNA001,Austin Barnes,Austin,Barnes,,Austin Scott,,
BARNB001,Brian Barnes,Brian,Barnes,,Brian Keith,,
BARNB002,Brandon Barnes,Brandon,Barnes,,Brandon Michael,Superman,
BARNC001,Chris Barnwell,Chris,Barnwell,,Christopher Edward,,
BARND001,Darwin Barney,Darwin,Barney,,Darwin James Kunane,,
BARND002,Danny Barnes,Danny,Barnes,,Daniel J.,,
BARNE102,Ed Barnowski,Ed,Barnowski,,Edward Anthony,,
BARNJ001,John Barnes,John,Barnes,,John Delbert,,
BARNJ002,Jacob Barnes,Jacob,Barnes,,Jacob Andrew,,
BARNL001,Larry Barnes,Larry,Barnes,,Larry Richard,,
BARNL102,Lute Barnes,Lute,Barnes,,Luther Owens,,
BARNM001,Matt Barnes,Matt,Barnes,,Matthew D.,,
BARNR101,Rich Barnes,Rich,Barnes,,Richard Monroe,,
BARNS001,Skeeter Barnes,Skeeter,Barnes,,William Henry,,
BARNS002,Scott Barnes,Scott,Barnes,,Scott Michael,,
BARNT001,Tucker Barnhart,Tucker,Barnhart,,Tucker Jackson,,
BARNT002,Tony Barnette,Tony,Barnette,,Anthony Lee,,
BAROD001,Daniel Barone,Daniel,Barone,,Daniel Edward,,
BAROS001,Salome Barojas,Salome,Barojas,,Salome,,Romero
BAROS002,Steven Baron,Steven,Baron,,Steven Phillip,,
BARRA001,Aaron Barrett,Aaron,Barrett,,Aaron James,,
BARRF001,Franklin Barreto,Franklin,Barreto,,Franklin Jose,,Rojas
BARRF101,Francisco Barrios,Francisco,Barrios,,Francisco Javier,,Jimenez
BARRG101,German Barranca,German,Barranca,,German,,Costales
BARRJ001,Jeff Barry,Jeff,Barry,,Jeffrey Finas,,
BARRJ002,Jake Barrett,Jake,Barrett,,Jake Dalton,,
BARRJ003,Jaime Barria,Jaime,Barria,,Jaime Jonathan,,Soto
BARRJ101,Jim Barr,Jim,Barr,,James Leland,,
BARRJ102,Jose Barrios,Jose,Barrios,,Jose Manuel,,
BARRK001,Kevin Barry,Kevin,Barry,,Kevin Thomas,,
BARRK002,Kyle Barraclough,Kyle,Barraclough,,Kyle David,,
BARRM001,Marty Barrett,Marty,Barrett,,Martin Glenn,,
BARRM002,Manuel Barrios,Manuel,Barrios,,Manuel Antonio,,
BARRM003,Michael Barrett,Michael,Barrett,,Michael Patrick,,
BARRR102,Rich Barry,Rich,Barry,,Richard Donovan,,
BARRS103,Steve Barr,Steve,Barr,,Steven Charles,,
BARRT001,Tim Barrett,Tim,Barrett,,Timothy Wayne,,
BARRT002,Tom Barrett,Tom,Barrett,,Thomas Loren,,
BARRT003,Tony Barron,Tony,Barron,,Anthony Dirk,,
BARRY001,Yhonathan Barrios,Yhonathan,Barrios,,Yhonathan,,Blanco
BARTB001,Brian Barton,Brian,Barton,,Brian Deon,,
BARTB101,Bob Barton,Bob,Barton,,Robert Wilbur,,
BARTC001,Cliff Bartosh,Cliff,Bartosh,,Clifford Paul,,
BARTD001,Daric Barton,Daric,Barton,,Daric William,,
BARTJ001,Jason Bartlett,Jason,Bartlett,,Jason Alan,,
BARTJ002,Jimmy Barthmaier,Jimmy,Barthmaier,,James Richard,,
BARTK001,Kimera Bartee,Kimera,Bartee,,Kimera Anotchi,,
BARTS001,Shawn Barton,Shawn,Barton,,Shawn Edward,,
BARZP001,Philip Barzilla,Philip,Barzilla,,Philip Joseph,,
BASAC001,Chris Basak,Chris,Basak,,Christopher Joseph,,
BASHT001,Tyler Bashlor,Tyler,Bashlor,,Tyler Morris,,
BASSA001,Anthony Bass,Anthony,Bass,,Anthony Edward,,
BASSB001,Brian Bass,Brian,Bass,,Brian Michael,,
BASSC001,Chris Bassitt,Chris,Bassitt,,Christopher M.,,
BASSK001,Kevin Bass,Kevin,Bass,,Kevin Charles,,
BASSR101,Randy Bass,Randy,Bass,,Randy William,,
BASTA001,Antonio Bastardo,Antonio,Bastardo,,Antonio Francisco,,Rafael
BATCR001,Rich Batchelor,Rich,Batchelor,,Richard Anthony,,
BATEA001,Aaron Bates,Aaron,Bates,,Aaron,,
BATEB001,Billy Bates,Billy,Bates,,William Derrick,,
BATED101,Del Bates,Del,Bates,,Delbert Oakley,,
BATED102,Dick Bates,Dick,Bates,,Charles Richard,,
BATEJ001,Jason Bates,Jason,Bates,,Jason Charles,,
BATEJ102,John Bateman,John,Bateman,,John Alvin,,
BATHB001,Bill Bathe,Bill,Bathe,,William David,,
BATIK001,Kevin Batiste,Kevin,Batiste,,Kevin Wade,,
BATIK002,Kim Batiste,Kim,Batiste,,Kimothy Emil,,
BATIM001,Miguel Batista,Miguel,Batista,,Miguel Jerez,,Decartes
BATIR101,Rafael Batista,Rafael,Batista,,Rafael,,Sanchez
BATIT001,Tony Batista,Tony,Batista,,Leocadio Francisco,,
BATTA001,Allen Battle,Allen,Battle,,Allen Zelmo,,
BATTC101,Chris Batton,Chris,Batton,,Christopher Sean,,
BATTE101,Earl Battey,Earl,Battey,,Earl Jesse,,
BATTH001,Howard Battle,Howard,Battle,,Howard Dion,,
BAUEJ001,Jake Bauers,Jake,Bauers,,Jakob Christopher,,
BAUER001,Rick Bauer,Rick,Bauer,,Richard Edward,,
BAUET001,Trevor Bauer,Trevor,Bauer,,Trevor Andrew,,
BAUGJ001,Justin Baughman,Justin,Baughman,,Justin Reis,,
BAUMB001,Buddy Baumann,Buddy,Baumann,,George Charles,,
BAUMF102,Frank Baumann,Frank,Baumann,,Frank Matt,Beau,
BAUMR101,Ross Baumgarten,Ross,Baumgarten,,Ross,,
BAUTD001,Danny Bautista,Danny,Bautista,,Daniel,,Alcantara
BAUTD002,Denny Bautista,Denny,Bautista,,Denny M.,,German
BAUTE101,Ed Bauta,Ed,Bauta,,Eduardo,,Galvez
BAUTG001,Gerson Bautista,Gerson,Bautista,,Gerson,,
BAUTJ001,Jose Bautista,Jose,Bautista,,Jose Joaquin,,Arias
BAUTJ002,Jose Bautista,Jose,Bautista,,Jose Antonio,,Santos
BAUTR001,Rafael Bautista,Rafael,Bautista,,Rafael Darwing,,Rodriguez
BAXTM001,Mike Baxter,Mike,Baxter,,Michael Joseph,,
BAY-J001,Jason Bay,Jason,Bay,,Jason Raymond,,
BAYLD001,Don Baylor,Don,Baylor,,Don Edward,,
BAYLJ001,Jonah Bayliss,Jonah,Bayliss,,Jonah James,,
BAZAY001,Yorman Bazardo,Yorman,Bazardo,,Yorman Michael,,Osorio
BEACB001,Brandon Beachy,Brandon,Beachy,,Brandon Alan,,
BEALB101,Bob Beall,Bob,Beall,,Robert Brooks,,
BEAMC101,Charlie Beamon Jr.,Charlie,Beamon,Jr.,Charles Alonzo,,
BEAMT001,Trey Beamon,Trey,Beamon,,Clifford,,
BEAMT002,T. J. Beam,T. J.,Beam,,Theodore Lester,,
BEANB001,Billy Beane,Billy,Beane,,William Lamar,,
BEANB002,Bill Bean,Bill,Bean,,William Daro,,
BEANC001,Colter Bean,Colter,Bean,,Randall Colter,,
BEARD001,Dave Beard,Dave,Beard,,Charles David,,
BEARG101,Gary Beare,Gary,Beare,,Gary Ray,,
BEARK001,Kevin Bearse,Kevin,Bearse,,Kevin Gerard,,
BEARL101,Larry Bearnarth,Larry,Bearnarth,,Lawrence Donald,,
BEARM101,Mike Beard,Mike,Beard,,Michael Richard,,
BEASC001,Chris Beasley,Chris,Beasley,,Christopher Charles,,
BEASL101,Lew Beasley,Lew,Beasley,,Lewis Paige,,
BEATB001,Blaine Beatty,Blaine,Beatty,,Gordon Blaine,,
BEATJ001,Jim Beattie,Jim,Beattie,,James Louis,,
BEATP001,Pedro Beato,Pedro,Beato,,Pedro,,
BEAUJ101,Jim Beauchamp,Jim,Beauchamp,,James Edward,,
BEAVB001,Blake Beavan,Blake,Beavan,,Blake William,,
BECHS001,Steve Bechler,Steve,Bechler,,Steven Scott,,
BECKC001,Chad Beck,Chad,Beck,,Chad Lee,,
BECKC002,Chris Beck,Chris,Beck,,Christopher Michael,,
BECKG001,Gordon Beckham,Gordon,Beckham,,James Gordon,,
BECKG101,Glenn Beckert,Glenn,Beckert,,Glenn Alfred,,
BECKJ001,Joe Beckwith,Joe,Beckwith,,Thomas Joseph,,
BECKJ002,Josh Beckett,Josh,Beckett,,Joshua Patrick,,
BECKR001,Rod Beck,Rod,Beck,,Rodney Roy,Shooter,
BECKR002,Rich Becker,Rich,Becker,,Richard Godhard,,
BECKR003,Robbie Beckett,Robbie,Beckett,,Robert Joseph,,
BECKR101,Rich Beck,Rich,Beck,,Richard Henry,,
BECKT001,Tim Beckham,Tim,Beckham,,Timothy Lamar,,
BEDAE001,Erik Bedard,Erik,Bedard,,Erik Joseph,,
BEDEH101,Howie Bedell,Howie,Bedell,,Howard William,,
BEDRC001,Cam Bedrosian,Cam,Bedrosian,,Cameron Rock,,
BEDRS001,Steve Bedrosian,Steve,Bedrosian,,Stephen Wayne,,
BEECM001,Matt Beech,Matt,Beech,,Lucas Matthew,,
BEEDT001,Tyler Beede,Tyler,Beede,,Tyler Joseph,,
BEEKJ001,Jalen Beeks,Jalen,Beeks,,Jalen Christopher,,
BEELD001,Dallas Beeler,Dallas,Beeler,,Dallas James,,
BEENA001,Andy Beene,Andy,Beene,,Ramon Andrew,,
BEENF101,Fred Beene,Fred,Beene,,Freddy Ray,,
BEHER001,Rick Behenna,Rick,Behenna,,Richard Kipp,,
BEHNM101,Mel Behney,Mel,Behney,,Melvin Brian,,
BEIMJ001,Joe Beimel,Joe,Beimel,,Joseph Ronald,,
BEIRK001,Kevin Beirne,Kevin,Beirne,,Kevin Patrick,,
BELAM101,Mark Belanger,Mark,Belanger,,Mark Henry,,
BELCK001,Kevin Belcher,Kevin,Belcher,,Kevin Donnell,,
BELCT001,Tim Belcher,Tim,Belcher,,Timothy Wayne,,
BELFM001,Mike Belfiore,Mike,Belfiore,,Michael John,,
BELIB101,Bo Belinsky,Bo,Belinsky,,Robert,,
BELIJ001,Jeff Beliveau,Jeff,Beliveau,,Jeffrey Ryan,,
BELIM001,Matt Belisle,Matt,Belisle,,Matthew Thomas,,
BELIR001,Ronald Belisario,Ronald,Belisario,,Ronald J.,,
BELIS001,Stan Belinda,Stan,Belinda,,Stanley Peter,,
BELIT001,Todd Belitz,Todd,Belitz,,Todd Stephen,,
BELKT001,Tim Belk,Tim,Belk,,Timothy William,,
BELLA001,Andrew Bellatti,Andrew,Bellatti,,Andrew James,,
BELLB001,Buddy Bell,Buddy,Bell,,David Gus,,
BELLC001,Clay Bellinger,Clay,Bellinger,,Clayton Daniel,,
BELLC002,Cody Bellinger,Cody,Bellinger,,Cody James,,
BELLC003,Chad Bell,Chad,Bell,,Chadwick Micah,,
BELLD001,Derek Bell,Derek,Bell,,Derek Nathaniel,,
BELLD002,David Bell,David,Bell,,David Michael,,
BELLE001,Eric Bell,Eric,Bell,,Eric Alvin,,
BELLE002,Edwin Bellorin,Edwin,Bellorin,,Edwin Daniel,,Morales
BELLG001,George Bell,George,Bell,,George Antonio,Liberty,Mathey
BELLG102,Gary Bell,Gary,Bell,,Wilbur Gary,,
BELLG103,Gus Bell,Gus,Bell,,David Russell,,
BELLH001,Heath Bell,Heath,Bell,,Heath Justin,Heater,
BELLJ001,Jay Bell,Jay,Bell,,Jay Stuart,,
BELLJ002,Albert Belle,Albert,Belle,,Albert Jojuan,Joey,
BELLJ003,Juan Bell,Juan,Bell,,Juan,,Mathey
BELLJ004,Josh Bell,Josh,Bell,,Joshua Lee,,
BELLJ005,Josh Bell,Josh,Bell,,Joshua Evan,,
BELLJ101,Jerry Bell,Jerry,Bell,,Jerry Houston,,
BELLK101,Kevin Bell,Kevin,Bell,,Kevin Robert,,
BELLM001,Mike Bell,Mike,Bell,,Michael Allen,,
BELLM002,Mark Bellhorn,Mark,Bellhorn,,Mark Christian,,
BELLM003,Mike Bell,Mike,Bell,,Michael John,,
BELLR001,Rafael Belliard,Rafael,Belliard,,Rafael Leonidas,,Matias
BELLR002,Ronnie Belliard,Ronnie,Belliard,,Ronald,,
BELLR003,Rob Bell,Rob,Bell,,Robert Allen,,
BELLR102,Rob Belloir,Rob,Belloir,,Robert Edward,,
BELLT001,Terry Bell,Terry,Bell,,Terence William,,
BELLT002,Trevor Bell,Trevor,Bell,,Trevor Daniel,,
BELNV001,Vince Belnome,Vince,Belnome,,Vincent Michael,,
BELOD001,Duane Below,Duane,Below,,Duane Arthur,,
BELTA001,Adrian Beltre,Adrian,Beltre,,Adrian,,Perez
BELTB001,Brandon Belt,Brandon,Belt,,Brandon Kyle,Baby Giraffe,
BELTC001,Carlos Beltran,Carlos,Beltran,,Carlos Ivan,,
BELTE001,Esteban Beltre,Esteban,Beltre,,Esteban,,Valera
BELTE002,Engel Beltre,Engel,Beltre,,Engel Manuel,,
BELTF001,Francis Beltran,Francis,Beltran,,Francis LeBron,,
BELTO001,Omar Beltre,Omar,Beltre,,Omar,,de la Cruz
BELTR001,Rigo Beltran,Rigo,Beltran,,Rigoberto,,
BENAF001,Freddie Benavides,Freddie,Benavides,,Alfredo,,
BENAM001,Marvin Benard,Marvin,Benard,,Marvin Larry,,
BENCJ101,Johnny Bench,Johnny,Bench,,Johnny Lee,,
BENEA001,Andy Benes,Andy,Benes,,Andrew Charles,,
BENEA002,Alan Benes,Alan,Benes,,Alan Paul,,
BENEB001,Bruce Benedict,Bruce,Benedict,,Bruce Edwin,,
BENIA001,Armando Benitez,Armando,Benitez,,Armando German,,
BENIA002,Andrew Benintendi,Andrew,Benintendi,,Andrew S.,,
BENIJ001,Juan Beniquez,Juan,Beniquez,,Juan Jose,,Torres
BENIY001,Yamil Benitez,Yamil,Benitez,,Yamil Antonio,,
BENJM001,Mike Benjamin,Mike,Benjamin,,Michael Paul,,
BENND101,Dennis Bennett,Dennis,Bennett,,Dennis John,,
BENND102,Dave Bennett,Dave,Bennett,,David Hans,,
BENNE001,Erik Bennett,Erik,Bennett,,Erik Hans,,
BENNG001,Gary Bennett,Gary,Bennett,,Gary David,,
BENNJ001,Joel Bennett,Joel,Bennett,,Joel Todd,,
BENNJ002,Jeff Bennett,Jeff,Bennett,,David Jeffrey,,
BENNS001,Shayne Bennett,Shayne,Bennett,,Shayne Anthony,,
BENOJ001,Joaquin Benoit,Joaquin,Benoit,,Joaquin Antonio,,Pena
BENSJ001,Joe Benson,Joe,Benson,,William Joseph,,
BENSK001,Kris Benson,Kris,Benson,,Kristen James,,
BENTB001,Butch Benton,Butch,Benton,,Alfred Lee,,
BENTC001,Chad Bentz,Chad,Bentz,,Chad Robert,,
BENZT001,Todd Benzinger,Todd,Benzinger,,Todd Eric,,
BERBJ001,Jeff Berblinger,Jeff,Berblinger,,Jeffrey James,,
BEREB001,Bruce Berenyi,Bruce,Berenyi,,Bruce Michael,,
BEREJ001,Juan Berenguer,Juan,Berenguer,,Juan Bautista,,
BEREJ002,Jason Bere,Jason,Bere,,Jason Phillip,,
BEREJ003,James Beresford,James,Beresford,,James Richard,,
BERGB001,Brandon Berger,Brandon,Berger,,Brandon Charles,,
BERGB002,Brad Bergesen,Brad,Bergesen,,Bradley Steven,,
BERGC001,Christian Bergman,Christian,Bergman,,Christian Stanford,,
BERGD001,Dave Bergman,Dave,Bergman,,David Bruce,,
BERGD002,Dave Berg,Dave,Berg,,David Scott,,
BERGD003,Dusty Bergman,Dusty,Bergman,,Dustin Michael,,
BERGJ001,Jason Bergmann,Jason,Bergmann,,Jason Chris,,
BERGJ002,Justin Berg,Justin,Berg,,Justin Christopher,,
BERGP001,Peter Bergeron,Peter,Bergeron,,Peter Francis,,
BERGS001,Sean Bergman,Sean,Bergman,,Sean Frederick,,
BERGW001,William Bergolla,William,Bergolla,,William Jose,,Orsini
BERKJ001,Jason Berken,Jason,Berken,,Jason Thomas,,
BERKL001,Lance Berkman,Lance,Berkman,,William Lance,,
BERNA001,Adam Bernero,Adam,Bernero,,Adam Gino,,
BERND001,Doug Bernier,Doug,Bernier,,Douglas Howell,,
BERND101,Dwight Bernard,Dwight,Bernard,,Dwight Vern,,
BERNJ101,Juan Bernhardt,Juan,Bernhardt,,Juan Ramon,,Coradin
BERNR001,Roger Bernadina,Roger,Bernadina,,Rogearvin Argelo,The Shark,
BERNT001,Tony Bernazard,Tony,Bernazard,,Antonio,,Garcia
BERNV101,Victor Bernal,Victor,Bernal,,Victor Hugo,,
BERRA001,Angel Berroa,Angel,Berroa,,Angel Maria,,Selmo
BERRD001,Dale Berra,Dale,Berra,,Dale Anthony,,
BERRD002,Damon Berryhill,Damon,Berryhill,,Damon Scott,,
BERRG001,Geronimo Berroa,Geronimo,Berroa,,Geronimo Emiliano Letta,,
BERRJ001,Jose Berrios,Jose,Berrios,,Jose Orlando,,
BERRK101,Ken Berry,Ken,Berry,,Allen Kent,,
BERRQ001,Quintin Berry,Quintin,Berry,,Quintin Lonell,,
BERRS001,Sean Berry,Sean,Berry,,Sean Robert,,
BERRY101,Yogi Berra,Yogi,Berra,,Lawrence Peter,,
BERTD101,Dick Bertell,Dick,Bertell,,Richard George,,
BERTF101,Frank Bertaina,Frank,Bertaina,,Frank Louis,,
BERTJ001,Jon Berti,Jon,Berti,,Jonathon David,,
BERTM001,Mike Bertotti,Mike,Bertotti,,Michael David,,
BERUA001,Andres Berumen,Andres,Berumen,,Andres,,
BESTK001,Karl Best,Karl,Best,,Karl Jon,,
BESWJ101,Jim Beswick,Jim,Beswick,,James William,,
BETAD001,Dellin Betances,Dellin,Betances,,Dellin,,
BETAR001,Rafael Betancourt,Rafael,Betancourt,,Rafael Jose,,
BETAY001,Yuniesky Betancourt,Yuniesky,Betancourt,,Yuniesky,,Perez
BETEW001,Wilson Betemit,Wilson,Betemit,,Wilson,,
BETHB101,Bill Bethea,Bill,Bethea,,William Lamar,Spot,
BETHC001,Christian Bethancourt,Christian,Bethancourt,,Christian Gabriel,,Ruiz
BETHJ101,Jim Bethke,Jim,Bethke,,James Charles,,
BETTC001,Chad Bettis,Chad,Bettis,,Chad Robert,,
BETTJ001,Jeff Bettendorf,Jeff,Bettendorf,,Jeffrey Allen,,
BETTM001,Mookie Betts,Mookie,Betts,,Markus Lynn,,
BEVAK001,Kurt Bevacqua,Kurt,Bevacqua,,Kurt Anthony,,
BEVEJ001,Jason Beverlin,Jason,Beverlin,,Jason Robert,,
BEVIB001,Brian Bevil,Brian,Bevil,,Brian Scott,,
BIAGJ001,Joe Biagini,Joe,Biagini,,Joseph Carlo,,
BIANB001,Buddy Biancalana,Buddy,Biancalana,,Roland Americo,,
BIANJ001,Jeff Bianchi,Jeff,Bianchi,,Jeffrey Thomas,,
BIANT101,Tommy Bianco,Tommy,Bianco,,Thomas Anthony,,
BIBBJ001,Jim Bibby,Jim,Bibby,,James Blair,,
BIBEA001,Austin Bibens-Dirkx,Austin,Bibens-Dirkx,,Austin M.,,
BICHD001,Dante Bichette,Dante,Bichette,,Alphonse Dante,,
BIDDJ001,Jesse Biddle,Jesse,Biddle,,Jesse Thomas,,
BIDDR001,Rocky Biddle,Rocky,Biddle,,Lee Francis,,
BIEBS001,Shane Bieber,Shane,Bieber,,Shane Robert,,
BIELM001,Mike Bielecki,Mike,Bielecki,,Michael Joseph,,
BIERN001,Nick Bierbrodt,Nick,Bierbrodt,,Nicholas Raymond,,
BIERR001,Randor Bierd,Randor,Bierd,,Randor,,
BIESS001,Steve Bieser,Steve,Bieser,,Steven Ray,,
BIGBL001,Larry Bigbie,Larry,Bigbie,,Larry Robert,,
BIGGC001,Craig Biggio,Craig,Biggio,,Craig Alan,,
BIITL101,Larry Biittner,Larry,Biittner,,Lawrence David,,
BILAD001,Dann Bilardello,Dann,Bilardello,,Dann James,,
BILLB001,Brent Billingsley,Brent,Billingsley,,Brett Aaron,,
BILLB002,Bruce Billings,Bruce,Billings,,Bruce,,
BILLC001,Chad Billingsley,Chad,Billingsley,,Chad Ryan,,
BILLD101,Dick Billings,Dick,Billings,,Richard Arlin,,
BILLJ101,Jack Billingham,Jack,Billingham,,John Eugene,,
BIRDD101,Doug Bird,Doug,Bird,,James Douglas,,
BIRDG001,Greg Bird,Greg,Bird,,Gregory Paul,,
BIRKK001,Kurt Birkins,Kurt,Birkins,,Kurt Daniel,,
BIRKM001,Mike Birkbeck,Mike,Birkbeck,,Michael Lawrence,,
BIRTT001,Tim Birtsas,Tim,Birtsas,,Timothy Dean,,
BISEJ001,Joe Bisenius,Joe,Bisenius,,Joseph Richard,,
BISHM101,Mike Bishop,Mike,Bishop,,Michael David,,
BITKJ001,Joe Bitker,Joe,Bitker,,Joseph Anthony,,
BITTJ001,Jeff Bittiger,Jeff,Bittiger,,Jeffrey Scott,,
BIXLB001,Brian Bixler,Brian,Bixler,,Brian Joseph,,
BJORG101,George Bjorkman,George,Bjorkman,,George Anton,,
BLACB001,Buddy Black,Buddy,Black,,Harry Ralston,,
BLACC001,Charlie Blackmon,Charlie,Blackmon,,Charles Cobb,,
